"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048675","axon extension","25/1671","110/18986",0.227272727272727,2.58228605625374,5.17021539982555,7.9625215982061e-06,0.000384676778723419,0.000300117687129201,"RTN4/BMPR2/EIF4G2/CLASP2/ALCAM/GSK3B/IFRD1/ITGB1/MAP1B/PAFAH1B1/USP9X/SEMA5A/MACF1/AUTS2/BCL11A/RAPH1/C9orf72/PPP3CB/SEMA6D/DIP2B/DISC1/KIAA0319/CXCL12/NRP1/NRP2",25
"GO:0070482","response to oxygen levels","57/1671","358/18986",0.159217877094972,1.80904285728614,4.80078442130181,8.15567064353664e-06,0.000390724587747434,0.000304836075544821,"PPARA/HIF1A/PRKAA1/RTN4/SRC/BCL2/THBS1/ZEB2/APAF1/TGFB2/CAV1/CASP3/MYB/FOXO1/BNIP3L/ATM/ATP7A/BNIP2/ATF2/CREBBP/LPAR1/EPAS1/MTOR/GUCY1A2/ITGA2/ITPR1/KCNMA1/SMAD4/NF1/PDK1/RORA/SCN2A/SLC1A1/SOX2/TMBIM6/TFRC/ARNT2/DDAH1/HIPK2/UBQLN1/CPEB4/ADO/CPEB2/PGK1/GAD2/POSTN/PDK3/STC1/CBL/MYOCD/CPEB1/CXCL12/NDNF/FMN2/PTGS2/PLAT/NOS1",57
"GO:0007626","locomotory behavior","39/1671","213/18986",0.183098591549296,2.08037693546076,4.9258427486637,8.57213695629676e-06,0.000407282771584711,0.000317754463425668,"PTEN/ARCN1/NCOA2/RELN/ZFHX3/ATP7A/CACNB4/RCAN1/EPS8/MTOR/GPR37/PAFAH1B1/PEX13/SLC1A1/STRN/CHL1/WDR47/VPS13A/AGTPBP1/HIPK2/VPS35/SLC4A10/ARRDC3/PREX2/LRRK2/ALS2/PPP3CB/SCN1A/TMOD1/OXR1/CNTN1/FGF12/SHANK2/SOBP/CXCL12/RNF170/ZIC1/ANKH/GRM1",39
"GO:0043242","negative regulation of protein-containing complex disassembly","21/1671","84/18986",0.25,2.84051466187911,5.25178964831989,8.73261914869824e-06,0.000411506782671034,0.000321049958521167,"TWF1/APC/CLASP2/CAPZA1/EPS8/MAP1B/MID1/PIK3CA/SPTBN1/WDR47/CAMSAP2/CLASP1/TMOD2/SCAF4/TAOK1/MTPN/TMOD1/TTBK2/NAV3/CAPZA2/PLEKHH2",21
"GO:0007623","circadian rhythm","38/1671","206/18986",0.184466019417476,2.09591373109527,4.91297396098749,9.31117464800281e-06,0.000435202789035514,0.000339537143133419,"PPARA/KLF9/PRKAA1/MAPK8/PTEN/NCOA2/EGFR/CREB1/FBXW7/ZFHX3/DYRK1A/MTOR/GNAQ/GSK3B/KMT2A/NONO/PPP1CB/PPP1CC/PROX1/KDM5A/RORA/TOP2A/FXR1/USP9X/TNFRSF11A/HOMER1/NR1D2/MYCBP2/PHLPP1/FBXL17/C3orf70/PRKG1/CSNK1E/CRY1/ADCY1/KCNH7/OGT/METTL3",38
"GO:0032956","regulation of actin cytoskeleton organization","56/1671","352/18986",0.159090909090909,1.80760023937762,4.75113097577763,9.9959193729301e-06,0.000462579835152801,0.000360896206678706,"CRK/FER/TWF1/CFL2/PIK3R1/MET/RASA1/CLASP2/EFNA5/ABL2/CAPZA1/LPAR1/MEGF9/EPS8/MTOR/GPM6B/SMAD4/PIK3CA/PROX1/ROCK1/SPTBN1/SEMA5A/LATS1/ARHGEF10/FCHSD2/ABI2/ARFGEF1/NCKAP1/FERMT2/CIT/AKAP13/LIMCH1/CLASP1/DAAM2/CD2AP/TMOD2/ARHGAP17/CCDC88A/TAOK1/DIXDC1/MTPN/SYNPO2/C9orf72/RICTOR/ARF1/FMN1/BAIAP2/TENM1/TMOD1/NCK1/ARHGAP18/CAPZA2/PPM1E/PLEKHH2/CXCL12/NRP1",56
"GO:0002066","columnar/cuboidal epithelial cell development","16/1671","54/18986",0.296296296296296,3.36653589556043,5.4099594012325,1.00578325611585e-05,0.000462579835152801,0.000360896206678706,"HIF1A/SRC/GJA1/CDK6/YAP1/KLF5/GSK3B/IL6ST/PDPK1/PGR/RFX3/FZD5/C1GALT1/INSM1/PAX6/RARB",16
"GO:1990138","neuron projection extension","33/1671","169/18986",0.195266272189349,2.2186268364973,4.94334789349908,1.03884478296632e-05,0.000473993544228043,0.000369800970778569,"RTN4/BMPR2/EIF4G2/CLASP2/ALCAM/GSK3B/IFRD1/ITGB1/MAP1B/PAFAH1B1/SYT1/SYT4/USP9X/SEMA5A/MACF1/AUTS2/ITSN2/BCL11A/RAPH1/NDEL1/PRICKLE1/C9orf72/PLAA/POSTN/PPP3CB/SEMA6D/FLRT3/DIP2B/DISC1/KIAA0319/CXCL12/NRP1/NRP2",33
"GO:0006970","response to osmotic stress","21/1671","85/18986",0.247058823529412,2.8070968423276,5.18717352510845,1.06464096978949e-05,0.000481938656324392,0.00037599959985686,"CASP3/NLK/WNK1/ATF2/DDX3X/MTOR/ITGA2/KCNMA1/MYLK/PDPK1/SCN2A/SLC12A2/TSC22D2/USP15/NFAT5/VPS13A/CAB39/WNK3/SLC12A6/SLC12A5/PTGS2",21
"GO:0060538","skeletal muscle organ development","36/1671","192/18986",0.1875,2.13038599640934,4.89046381114249,1.08928788681132e-05,0.000489243442287364,0.000381698658363735,"PRKAA1/SKIL/BCL2/KRAS/DDX5/CFL2/CAV1/PPP3CA/KLF5/CCNT2/DMD/RCAN1/FOXN2/MEF2C/NF1/RPS6KB1/SOX11/NR2F2/FXR1/COPS2/HOMER1/NR1D2/SIX4/PPP3CB/HDAC9/COL19A1/HLF/GPCPD1/NLN/MYOCD/XK/ZBTB18/CDON/PAX5/WT1/TCF21",36
"GO:0050673","epithelial cell proliferation","71/1671","482/18986",0.147302904564315,1.67366424060927,4.65389394062591,1.10984061214746e-05,0.000494610362731452,0.000385885830139561,"IRS2/HIF1A/KLF9/RTN4/CDK6/THBS1/NRAS/LAMC1/NFIB/ZEB2/BMPR2/EGFR/TGFB2/TP63/CAV1/STK4/NOTCH2/YAP1/MED1/FBXW7/ROBO1/ACVR2A/ATP7A/DAB2/EFNB2/RBPJ/MEF2C/NF1/PDPK1/PGR/MAPK1/PROX1/PTPRM/PURA/RASGRF1/RREB1/SOX2/SOX11/NR2F2/NR4A3/CASK/TRIM24/SEMA5A/FRS2/SIX4/BCL11B/CDC73/STXBP4/RICTOR/EDNRB/PTCH1/OSR2/FST/INTU/DACH1/THAP1/PAX6/RUNX2/CXCL12/IGF1/PRKX/ST8SIA1/FGF7/ZEB1/NRP1/PKHD1/DLX6/MAP2K1/FGF2/FZD7/NRP2",71
"GO:0022037","metencephalon development","26/1671","119/18986",0.218487394957983,2.4824665952557,5.03952089015294,1.12671727182046e-05,0.000498269045822756,0.000388740266819999,"CRK/BCL2/ARCN1/ATP7A/ATF2/LPAR1/IGF1R/PROX1/PTPN11/RORA/AGTPBP1/RPGRIP1L/MTPN/PRKG1/NRXN1/CNTN1/NCOA1/ATRN/TTBK2/GRID2/LHX1/NEUROD1/PAX6/NANOS1/SSTR2/MAP2K1",26
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","47/1671","280/18986",0.167857142857143,1.90720270154741,4.75089205840201,1.23458513385373e-05,0.000540680470262615,0.000421828873449662,"CDH6/PALLD/TGFB2/CDH11/PTPRD/WNK1/ROBO1/EFNA5/ACVR1/ALCAM/CELSR3/ITGB1/PCDH7/PCDH8/PTPRM/RET/PTPRT/TENM4/PCDHA6/FAT4/FAT3/ATP2C1/MBP/PCDH17/TENM3/NRXN1/CADM2/CNTN4/CDH8/FAT1/FLRT3/SLITRK3/PCDHA8/PCDH18/PCDH11Y/ELFN2/LRFN5/GRID2/LRRC4/NTNG1/PCDH10/PCDH15/DSG3/CADM1/IGSF11/PCDHB7/PCDH11X",47
"GO:0002067","glandular epithelial cell differentiation","19/1671","73/18986",0.26027397260274,2.95724814113442,5.20486399589473,1.24143019785467e-05,0.000540680470262615,0.000421828873449662,"HIF1A/CDK6/NFIB/TP63/CAV1/YAP1/GSK3B/PDPK1/PGR/PROX1/RFX3/FZD5/NEUROD1/NR5A2/INSM1/PAX6/RARB/ZNF800/FGF2",19
"GO:0007519","skeletal muscle tissue development","34/1671","178/18986",0.191011235955056,2.17028086525595,4.87316453554064,1.25738492267167e-05,0.000543511723341309,0.000424037764582823,"PRKAA1/SKIL/BCL2/KRAS/DDX5/CFL2/CAV1/PPP3CA/KLF5/CCNT2/DMD/RCAN1/FOXN2/MEF2C/NF1/RPS6KB1/SOX11/NR2F2/COPS2/HOMER1/NR1D2/SIX4/PPP3CB/HDAC9/COL19A1/HLF/GPCPD1/NLN/MYOCD/XK/ZBTB18/CDON/PAX5/TCF21",34
"GO:0099560","synaptic membrane adhesion","12/1671","33/18986",0.363636363636364,4.13165769000598,5.59338291111651,1.27481217587005e-05,0.000546932477543053,0.000426706573557131,"CDH6/PTPRD/EFNA5/PCDH8/TENM4/PCDH17/FLRT3/SLITRK3/ELFN2/LRFN5/LRRC4/NTNG1",12
"GO:0048639","positive regulation of developmental growth","33/1671","171/18986",0.192982456140351,2.19267798460844,4.86688881018833,1.34289182615554e-05,0.00057187297100505,0.00044616468391803,"BCL2/BMPR2/CREB1/YAP1/ERBB4/EIF4G2/EFNA5/RBPJ/MAP1B/MEF2C/PAFAH1B1/POU3F2/PROX1/RPS6KB1/SYT1/SYT4/SEMA5A/PUM2/MACF1/NIPBL/ITSN2/BCL11A/PLAA/AKAP6/PLCB1/GPAM/DISC1/ZFPM2/CXCL12/IGF1/WT1/NRP1/FGF2",33
"GO:0045664","regulation of neuron differentiation","36/1671","194/18986",0.185567010309278,2.10842325417831,4.82061301886592,1.38180971993806e-05,0.000584119417641463,0.000455719134416104,"BCL6/BCL2/MED1/RELN/ZFHX3/DMD/ETV5/GSK3B/ITGB1/MAP1B/MEF2C/PROX1/RET/ROCK1/SOX2/SOX11/TCF4/TCF12/HEY1/BCL11A/BCL11B/DIXDC1/LRRK2/CASZ1/EDNRB/CNTN4/NCOA1/HMG20A/NEUROD1/MIB1/PAX6/CDON/CXCL12/MYCL/ZEB1/FGF2",36
"GO:0060562","epithelial tube morphogenesis","53/1671","331/18986",0.16012084592145,1.81930244204946,4.67135526346275,1.42205831877585e-05,0.000596745494499444,0.000465569765371026,"HIF1A/FOXP1/SRC/BCL2/GJA1/KRAS/APAF1/COL4A1/TGFB2/PODXL/STK4/NOTCH2/CASP3/MET/YAP1/MED1/CLIC4/ACVR1/EFNB2/EPHA7/RBPJ/SMAD4/MEF2C/PGR/PRKACB/PROX1/RET/SALL1/FZD3/DLG5/HS3ST3B1/GNA13/TMED2/NPHP3/SIX4/PRICKLE1/IRX2/PTCH1/FMN1/LMO4/SETD2/KIF26B/CSMD1/LHX1/MIB1/GRHL2/PRKX/WT1/LRP2/NRP1/PKHD1/FGF2/TCF21",53
"GO:0007030","Golgi organization","31/1671","157/18986",0.197452229299363,2.24346380938223,4.86017185375408,1.5098964468421e-05,0.000629014106731537,0.000490745138062103,"TRIP11/HACE1/YWHAZ/RAB6B/CLASP2/ARL1/CSNK1A1/MAPK1/RAB1A/RAB2A/SURF4/COG5/ARFGEF1/TMED2/GOLGA8A/CAMSAP2/CLASP1/SYNE1/TMED5/COG3/LRRK2/VPS13B/ATP8B1/TRAPPC8/VCPIP1/COG7/BET1/PDE4DIP/YIPF4/MAP2K1/GOLGA8B",31
"GO:0099003","vesicle-mediated transport in synapse","44/1671","258/18986",0.170542635658915,1.93771542825862,4.71104759536585,1.54187918460845e-05,0.000637716793691655,0.000497534812996336,"PRKCB/PTEN/FCHO2/CASP3/FMR1/ATP6V1C1/CACNB4/CALM1/LPAR1/EFNB2/MYLK/RAB3B/RAP1B/ROCK1/SYT1/SYT4/PICALM/CASK/SYNJ1/AP3D1/USP6/SNAP91/SV2B/SYNE1/ITSN2/VPS35/SLC17A6/LRRK2/C9orf72/UNC13C/ERC2/SYT11/CANX/PLAA/STXBP1/PCDH17/NRXN1/PPP3CB/AAK1/SGIP1/NLGN4Y/DNAJC5/RAP1BL/CBLB",44
"GO:0048813","dendrite morphogenesis","29/1671","143/18986",0.202797202797203,2.30419371173411,4.86314674214231,1.6583362665696e-05,0.00068098394260776,0.000531291039988953,"CAPRIN1/SLC30A1/PTEN/CAPRIN2/ANKRD27/PTPRD/PPP3CA/RELN/GSK3B/ITGB1/NEDD4/PAFAH1B1/TPBG/PICALM/KLF7/RAPGEF2/ABI2/TNIK/SYNE1/TANC2/KIDINS220/PREX2/LRRK2/DHX36/BAIAP2/CTNND2/WASL/ZDHHC15/NRP1",29
"GO:0021954","central nervous system neuron development","22/1671","94/18986",0.234042553191489,2.65920521537619,5.00964948530015,1.67459728994867e-05,0.000682784384391128,0.000532695711270719,"CRK/PTEN/NFIB/NIN/CDH11/ROBO1/ATP7A/PAFAH1B1/B4GALT5/RAPGEF2/WDR47/MYCBP2/AGTPBP1/SLC4A10/TAOK1/NDEL1/DISC1/NDNF/NANOS1/B4GALT6/NRP1/NRP2",22
"GO:0038127","ERBB signaling pathway","28/1671","136/18986",0.205882352941176,2.33924736860633,4.86919151318509,1.7191750139841e-05,0.000696023743337645,0.000543024813534932,"RTN4/FER/SRC/CPNE3/PTK2/EGFR/GAB1/ERBB4/ABL2/DUSP3/RBPJ/ITGA1/PDPK1/PIK3C2A/PIK3CA/MAPK1/PTPN11/CUL5/GPRC5A/REPS2/CCDC88A/PRICKLE1/EFEMP1/CBL/CADM1/SH3TC2/MAP2K1/CBLB",28
"GO:0043200","response to amino acid","27/1671","129/18986",0.209302325581395,2.3781052983174,4.87891480726323,1.76685805709923e-05,0.000710326361556885,0.000554183450960604,"COL4A1/EGFR/CASP3/ATP7A/COL5A2/EIF2S1/MTOR/GLRA2/IGF1R/MAT2A/PIK3CA/RPS6KB1/TMBIM6/CUL3/CPEB3/BCL11A/CPEB4/SESN3/UBR1/BAIAP2/SLC1A2/GCLM/IPO5/CPEB1/PTGS2/ZEB1/CRLS1",27
"GO:0001934","positive regulation of protein phosphorylation","67/1671","455/18986",0.147252747252747,1.67309435029363,4.51455027004134,1.96706680915738e-05,0.000785324103183736,0.000612695297793831,"HMGA2/ADAM9/RAP2C/SRC/THBS1/KRAS/PTK2/FBN1/NTRK3/EGFR/TGFB2/CAV1/STK4/CCND3/ERBB4/FGFR3/RELN/ZFP91/FBXW7/ROBO1/EFNA5/ACVR1/ACVR2A/CALM1/DAB2/DDX3X/EPHA7/MTOR/MAP3K4/PDPK1/MAPK1/PRLR/PROX1/PTPN11/TFRC/YES1/TNFRSF11A/LATS1/RAPGEF2/FERMT2/LIMCH1/TNIK/SASH1/CAB39/CCDC88A/WNK3/LRRK2/CACUL1/RICTOR/ALS2/KITLG/AKTIP/TENM1/ZNF268/RAD50/TAOK3/ADCYAP1/UBE2K/PDE5A/IGF1/PTGS2/FGF7/MAPKAP1/NRP1/MAP2K1/FGF2/NOS1",67
"GO:0030326","embryonic limb morphogenesis","26/1671","123/18986",0.211382113821138,2.40173597427177,4.84502107329882,2.09143908148179e-05,0.000818476408061003,0.000638560111094457,"GJA1/TGFB2/TP63/NOTCH2/RECK/FBN2/MED1/CREBBP/SMAD4/MBNL1/SALL1/RPGRIP1L/NIPBL/FLVCR1/FRAS1/PRICKLE1/PTCH1/OSR2/INTU/TBC1D32/CACNA1C/GRHL2/RUNX2/RARB/DLX6/TMEM231",26
"GO:0035113","embryonic appendage morphogenesis","26/1671","123/18986",0.211382113821138,2.40173597427177,4.84502107329882,2.09143908148179e-05,0.000818476408061003,0.000638560111094457,"GJA1/TGFB2/TP63/NOTCH2/RECK/FBN2/MED1/CREBBP/SMAD4/MBNL1/SALL1/RPGRIP1L/NIPBL/FLVCR1/FRAS1/PRICKLE1/PTCH1/OSR2/INTU/TBC1D32/CACNA1C/GRHL2/RUNX2/RARB/DLX6/TMEM231",26
"GO:0048592","eye morphogenesis","32/1671","167/18986",0.191616766467066,2.17716093844627,4.74655026939059,2.09281669829479e-05,0.000818476408061003,0.000638560111094457,"HIF1A/BCL2/FBN1/MAN2A1/NOTCH2/FBN2/COL5A2/NF1/PPP2R3A/PROX1/PTPRM/SLC1A1/SOX11/THRB/FZD5/ABI2/FRS2/AGTPBP1/RPGRIP1L/NIPBL/HIPK2/FAT3/EFEMP1/TENM3/FAT1/OLFM3/LHX1/PAX6/CDON/RARB/ZEB1/FGF2",32
"GO:0021549","cerebellum development","24/1671","109/18986",0.220183486238532,2.50173768385684,4.88453378303908,2.11027518836499e-05,0.000819727841750697,0.000639536456445463,"CRK/ARCN1/ATP7A/LPAR1/IGF1R/PROX1/PTPN11/RORA/AGTPBP1/RPGRIP1L/MTPN/PRKG1/NRXN1/CNTN1/NCOA1/ATRN/TTBK2/GRID2/LHX1/NEUROD1/PAX6/NANOS1/SSTR2/MAP2K1",24
"GO:0050847","progesterone receptor signaling pathway","7/1671","12/18986",0.583333333333333,6.6278675443846,6.05811230659076,2.15121138827014e-05,0.000824487618077669,0.000643249945643443,"SRC/NEDD4/PGR/MAPK1/UBR5/TRERF1/NCOA1",7
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","7/1671","12/18986",0.583333333333333,6.6278675443846,6.05811230659076,2.15121138827014e-05,0.000824487618077669,0.000643249945643443,"ZFP36L2/TOB1/CPEB3/TNRC6B/PABPC1/DHX36/CNOT1",7
"GO:0042692","muscle cell differentiation","64/1671","432/18986",0.148148148148148,1.68326794778022,4.46268695522519,2.47841008576247e-05,0.000941589008848033,0.000734610278529258,"PPARA/FOXP1/ADAM12/BCL2/KRAS/LAMC1/BMPR2/CFL2/NOTCH2/CASP3/HDAC4/PPP3CA/ANK2/CTCF/ACVR1/KLF5/CACNB4/CCNT2/DMD/RCAN1/EFNB2/MTOR/IFRD1/ITGB1/SMAD4/MEF2C/NEO1/PRKAR1A/PROX1/PTGFRN/RORA/MAP2K4/SORBS2/QKI/HOMER1/FRS2/ADAMTS5/AKAP13/SYNE1/HEY1/ANKRD17/TMOD2/SIX4/MTPN/PRICKLE1/EDNRB/PRKG1/PPP3CB/SOX6/TMOD1/HDAC9/TTN/AKAP6/NLN/MYOCD/XK/LOX/CDON/IGF1/RARB/WT1/ZEB1/FZD7/NOS1",64
"GO:0006470","protein dephosphorylation","29/1671","146/18986",0.198630136986301,2.25684726560258,4.73588078012146,2.4993095722479e-05,0.000941589008848033,0.000734610278529258,"STYX/PTEN/CTDSP2/PPP2R2A/PTPRD/PPP3CA/PTP4A1/DUSP3/PPM1A/PPP1CB/PPP1CC/PPP2CB/PPP2R3A/PPP6C/PTPN4/PTPN11/PTPRA/PTPRB/PTPRM/PTPRT/PPTC7/PPP3CB/PPP2R5E/CTTNBP2NL/PPM1B/PPM1E/DUSP1/CDC14A/PPM1H",29
"GO:0032271","regulation of protein polymerization","37/1671","207/18986",0.178743961352657,2.0308993717783,4.63284205693481,2.50588134203773e-05,0.000941589008848033,0.000734610278529258,"FER/TWF1/MET/RASA1/CLASP2/CAPZA1/DYRK1A/MEGF9/EPS8/MTOR/MAP1B/CLIP1/SPTBN1/LATS1/FCHSD2/ARFGEF1/NCKAP1/CAMSAP2/CLASP1/DAAM2/TMOD2/HAUS6/KIF21A/SLAIN2/HAUS3/MTPN/CAMSAP1/RICTOR/FMN1/BAIAP2/TENM1/TMOD1/NCK1/ARHGAP18/NAV3/CAPZA2/PDE4DIP",37
"GO:0071772","response to BMP","34/1671","184/18986",0.184782608695652,2.09951083704108,4.65573957307751,2.59369407940789e-05,0.00096200950080748,0.000750541967562445,"XIAP/SKIL/NFIA/DDX5/BMPR2/FBN1/CAV1/NOTCH2/ACVR1/ACVR2A/ACVR2B/ATF2/HIVEP1/RBPJ/SMAD4/NEO1/PPM1A/SOX11/UBE2D3/USP9X/MTMR4/USP15/TOB1/LEMD3/HIPK2/CTDSPL2/TRIM33/SMURF2/RGMB/FST/USP9Y/RUNX2/BMPR1B/LRP2",34
"GO:0071773","cellular response to BMP stimulus","34/1671","184/18986",0.184782608695652,2.09951083704108,4.65573957307751,2.59369407940789e-05,0.00096200950080748,0.000750541967562445,"XIAP/SKIL/NFIA/DDX5/BMPR2/FBN1/CAV1/NOTCH2/ACVR1/ACVR2A/ACVR2B/ATF2/HIVEP1/RBPJ/SMAD4/NEO1/PPM1A/SOX11/UBE2D3/USP9X/MTMR4/USP15/TOB1/LEMD3/HIPK2/CTDSPL2/TRIM33/SMURF2/RGMB/FST/USP9Y/RUNX2/BMPR1B/LRP2",34
"GO:0032386","regulation of intracellular transport","45/1671","272/18986",0.165441176470588,1.87975234977294,4.53987455499784,2.71441632629259e-05,0.000995502928010569,0.000776672918173968,"SRC/UHMK1/PIK3R1/WNK1/ANXA2/ASPH/BARD1/DAB2/GSK3B/MAP1B/NEDD4/NF1/PPM1A/PPP1CC/PKIA/MAPK1/PTPN11/RAN/TPR/MTMR4/CPSF6/DNAJC13/UBR5/CTDSPL2/RAB23/NUP54/YOD1/VPS35/THOC2/PGAP1/NDEL1/NUS1/LRRK2/UBAC2/TENM1/IPO5/KHDRBS1/RNF139/SETD2/SNX3/PTGS2/SH3TC2/MAP2K1/MTMR2/ZIC1",45
"GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","16/1671","58/18986",0.275862068965517,3.13436100621144,5.05721932506169,2.71862862580726e-05,0.000995502928010569,0.000776672918173968,"CAPRIN1/ZFP36L2/CNOT6/TNRC6A/TOB1/SYNCRIP/CPEB3/TNRC6B/PABPC1/DHX36/PATL1/RC3H2/CNOT1/CNOT6L/RC3H1/PAN3",16
"GO:0010720","positive regulation of cell development","67/1671","460/18986",0.145652173913043,1.65490854213827,4.41724022955289,2.79861265174207e-05,0.00101561939467261,0.000792367412309692,"HIF1A/CAPRIN1/SKIL/SLC30A1/BCL6/BCL2/KRAS/PLAG1/CAPRIN2/BMPR2/RUNX1/EGFR/ANKRD27/MAN2A1/NIN/NOTCH2/DICER1/MYB/CREB1/PTPRD/EIF4G2/CBFB/PPP3CA/RELN/ROBO1/FMR1/EFNA5/ETV5/MTOR/IL6ST/ITGB1/MAP1B/MME/PAFAH1B1/PLXNA2/PPP1CC/RET/RFX3/SOX11/FZD3/FXR1/TNFRSF11A/AP3D1/SEMA5A/QKI/MALT1/MACF1/TENM4/BCL11A/PBRM1/DHX36/KITLG/VCAN/BAIAP2/PPARGC1B/ARID1B/DISC1/PAX6/CDON/PDE5A/CXCL12/CR1/LRP2/TOX/NRP1/MAP2K1/FGF2",67
"GO:0030278","regulation of ossification","26/1671","125/18986",0.208,2.36330819868342,4.75060556543672,2.81260024653461e-05,0.00101561939467261,0.000792367412309692,"HIF1A/BCL2/GJA1/BMPR2/ATP2B1/FBN2/BMP2K/ACVR1/ACVR2A/ACVR2B/GPM6B/RBPJ/MEF2C/MAPK1/PTPN11/SOX11/NIPBL/TXLNG/SGMS2/OSR2/SLC20A2/SETD2/INTU/RUNX2/BMPR1B/ANKH",26
"GO:1903320","regulation of protein modification by small protein conjugation or removal","42/1671","248/18986",0.169354838709677,1.92421960966005,4.55115555682561,2.82656293525166e-05,0.00101561939467261,0.000792367412309692,"HIF1A/BMI1/XIAP/PTEN/CAV1/HDAC4/FBXW7/WNK1/DDX3X/EPAS1/GSK3B/MAD2L1/UBE2V2/CUL3/COPS2/IVNS1ABP/MALT1/PAXIP1/MYCBP2/DCUN1D4/SASH1/UBQLN1/DCUN1D1/OTUD4/ARRDC3/DCUN1D5/ARRDC4/LRRK2/DCUN1D3/AMER1/PRICKLE1/FBXO33/SPOPL/RCHY1/PLAA/TANK/CRY1/SKP1/HMG20A/OGT/UBE2N/CBLB",42
"GO:0006913","nucleocytoplasmic transport","53/1671","340/18986",0.155882352941176,1.77114443623051,4.45722569877696,3.03505192335072e-05,0.00107706873502119,0.000840309047784108,"RBM33/E2F3/UHMK1/STK4/PIK3R1/ATXN1/MED1/PPP3CA/TNPO1/BACH2/WNK1/FMR1/BARD1/ATF2/GSK3B/HNRNPA2B1/AGFG1/KPNA3/KPNA5/NEDD4/NF1/PPM1A/PPP1CC/PKIA/PTPN11/RAN/SRSF3/TPR/IPO8/MALT1/CPSF6/CASC3/XPO7/NUP160/RANBP6/UBR5/CTDSPL2/RAB23/NUP54/THOC2/FYTTD1/LRRK2/PRICKLE1/KPNB1/IPO5/KHDRBS1/SETD2/NUP205/NEUROD1/RGPD1/PTGS2/CBLB/ZIC1",53
"GO:0051169","nuclear transport","53/1671","340/18986",0.155882352941176,1.77114443623051,4.45722569877696,3.03505192335072e-05,0.00107706873502119,0.000840309047784108,"RBM33/E2F3/UHMK1/STK4/PIK3R1/ATXN1/MED1/PPP3CA/TNPO1/BACH2/WNK1/FMR1/BARD1/ATF2/GSK3B/HNRNPA2B1/AGFG1/KPNA3/KPNA5/NEDD4/NF1/PPM1A/PPP1CC/PKIA/PTPN11/RAN/SRSF3/TPR/IPO8/MALT1/CPSF6/CASC3/XPO7/NUP160/RANBP6/UBR5/CTDSPL2/RAB23/NUP54/THOC2/FYTTD1/LRRK2/PRICKLE1/KPNB1/IPO5/KHDRBS1/SETD2/NUP205/NEUROD1/RGPD1/PTGS2/CBLB/ZIC1",53
"GO:0031929","TOR signaling","33/1671","178/18986",0.185393258426966,2.10644907510137,4.6073626880898,3.16090848258783e-05,0.00111485048260107,0.000869785666406636,"HIF1A/PRKAA1/GPR137C/SRC/YWHAZ/RELN/NLK/ATM/CSNK1A1/MTOR/GSK3B/MAT2A/PIK3CA/PRKACB/RPS6KA3/RPS6KB1/USP9X/CUL3/RPS6KA6/UBE2W/CCDC88A/SESN3/UBR1/C9orf72/RICTOR/SIK3/RNF152/OGT/DISC1/UBE2N/MFSD8/MAPKAP1/PKHD1",33
"GO:0051402","neuron apoptotic process","49/1671","307/18986",0.159609120521173,1.81348818804009,4.46401767744253,3.21270423367564e-05,0.001126209551183,0.000878647801007183,"HIF1A/XIAP/BCL2/KRAS/TRIM2/APAF1/TGFB2/TP63/CASP3/MYB/RASA1/SET/ATM/FBXW7/ATF2/EPHA7/GSK3B/IL6ST/ITGA1/MEF2C/NF1/NONO/PIK3CA/ROCK1/SCN2A/MAP2K4/SLC1A1/TMBIM6/THRB/CHL1/CIT/CD2AP/FBXO7/HIPK2/SIX4/USP53/CPEB4/TMTC4/STXBP1/OXR1/GCLM/GRID2/GRIK2/F2R/NDNF/DNAJC5/MFSD8/NRP1/FGF2",49
"GO:0031398","positive regulation of protein ubiquitination","24/1671","112/18986",0.214285714285714,2.43472685303924,4.73073412385,3.3873957911699e-05,0.00118025081232944,0.000920809790505578,"BMI1/XIAP/PTEN/CAV1/FBXW7/DDX3X/GSK3B/UBE2V2/CUL3/MALT1/PAXIP1/MYCBP2/UBQLN1/ARRDC3/ARRDC4/LRRK2/AMER1/PRICKLE1/FBXO33/RCHY1/CRY1/SKP1/UBE2N/CBLB",24
"GO:2000765","regulation of cytoplasmic translation","12/1671","36/18986",0.333333333333333,3.78735288250549,5.20020991999358,3.5046897866306e-05,0.0012137627459843,0.000946955179507481,"FMR1/MTOR/SYNCRIP/CPEB3/PABPC1/CPEB4/CPEB2/DHX36/NCK1/METTL3/CPEB1/YTHDF2",12
"GO:0097061","dendritic spine organization","20/1671","85/18986",0.235294117647059,2.67342556412152,4.80347736719537,3.67961377410977e-05,0.00126671255014114,0.000988265634508776,"CAPRIN1/SLC30A1/PTEN/CAPRIN2/PTPRD/RELN/IGF1R/PAFAH1B1/HOMER1/ABI2/TANC2/VPS35/LRRK2/DHX36/ARF1/BAIAP2/CTNND2/WASL/ZDHHC15/MTMR2",20
